INSTITUTION	STATE	COUNTRY	FY	TOTAL_FUNDING
ST JUDE CHILDREN'S RESEARCH HOSPITAL	TN	UNITED STATES	2012	23140
UNIVERSITY OF ILLINOIS AT CHICAGO	IL	UNITED STATES	2012	1178143
UNIVERSITY OF VERMONT AND STATE AGRICULTURAL COLLEGE	VT	UNITED STATES	2012	94930
EMORY UNIVERSITY	GA	UNITED STATES	2012	249999
YALE UNIVERSITY	CT	UNITED STATES	2012	41510
UNIVERSITY OF PITTSBURGH AT PITTSBURGH	PA	UNITED STATES	2012	152500
MEDICAL UNIVERSITY OF SOUTH CAROLINA	SC	UNITED STATES	2012	2071789
UNIVERSITY OF PENNSYLVANIA	PA	UNITED STATES	2012	394072
UNIVERSITY OF PENNSYLVANIA	PA	UNITED STATES	2012	530700
NORTHWESTERN UNIVERSITY AT CHICAGO	IL	UNITED STATES	2012	170000
NORTHWESTERN UNIVERSITY AT CHICAGO	IL	UNITED STATES	2012	150000
UNIVERSITY OF PUERTO RICO MED SCIENCES	PR	UNITED STATES	2012	1679075
UNIVERSITY OF TEXAS MD ANDERSON CAN CTR	TX	UNITED STATES	2012	1206053
BROAD INSTITUTE INC	MA	UNITED STATES	2012	2155481
MASSACHUSETTS INSTITUTE OF TECHNOLOGY	MA	UNITED STATES	2012	2356288
VANDERBILT UNIVERSITY	TN	UNITED STATES	2012	1070597
TUSKEGEE UNIVERSITY	AL	UNITED STATES	2012	1138206
MOREHOUSE SCHOOL OF MEDICINE	GA	UNITED STATES	2012	1068260
UNIVERSITY OF ALABAMA AT BIRMINGHAM	AL	UNITED STATES	2012	1030563
COLUMBIA UNIVERSITY HEALTH SCIENCES	NY	UNITED STATES	2012	3487767
CITY COLLEGE OF NEW YORK	NY	UNITED STATES	2012	1663704
CANCER GENETICS INC	NJ	UNITED STATES	2012	336967
WEST VIRGINIA UNIVERSITY	WV	UNITED STATES	2012	530865
COLUMBIA UNIVERSITY HEALTH SCIENCES	NY	UNITED STATES	2012	514831
UNIVERSITY OF CALIFORNIA SAN FRANCISCO	CA	UNITED STATES	2012	526607
FRED HUTCHINSON CANCER RESEARCH CENTER	WA	UNITED STATES	2012	535371
DUKE UNIVERSITY	NC	UNITED STATES	2012	421674
NEW YORK UNIVERSITY SCHOOL OF MEDICINE	NY	UNITED STATES	2012	549074
UNIVERSITY OF MARYLAND BALTIMORE	MD	UNITED STATES	2012	470746
ALBERT EINSTEIN COL OF MED YESHIVA UNIV	NY	UNITED STATES	2012	510204
MIRNA THERAPEUTICS INC	TX	UNITED STATES	2012	299999
ALLOSTEROS THERAPEUTICS INC	CA	UNITED STATES	2012	279182
DETROIT R & D INC	MI	UNITED STATES	2012	152936
SOMAGENICS INC	CA	UNITED STATES	2012	300000
AGONOX INC	OR	UNITED STATES	2012	187201
GENERATION BIOTECH LLC	NJ	UNITED STATES	2012	295222
3P BIOTECHNOLOGIES INC	KY	UNITED STATES	2012	253110
PHYSICAL SCIENCES INC	MA	UNITED STATES	2012	162130
SOLIGENIX INC	NJ	UNITED STATES	2012	150000
A AND G PHARMACEUTICAL INC	MD	UNITED STATES	2012	193879
MISSION MEDICAL INC	CA	UNITED STATES	2012	200000
SEMBA INC	WI	UNITED STATES	2012	225369
PROCURE TREATMENT CENTERS INC	IN	UNITED STATES	2012	205919
GERINDA THERAPEUTICS INC	NC	UNITED STATES	2012	248481
COLBY PHARMACEUTICAL COMPANY	CA	UNITED STATES	2012	300000
IMMUNGENE INC	CA	UNITED STATES	2012	201213
TYMORA ANALYTICAL OPERATIONS LLC	IN	UNITED STATES	2012	150000
NEOCLONE BIOTECHNOLOGY INTERNATIONAL	WI	UNITED STATES	2012	286368
ORPHAGEN PHARMACEUTICALS	CA	UNITED STATES	2012	250507
ITI HEALTH INC	VA	UNITED STATES	2012	301341
PROFECTUS BIOSCIENCES INC	MD	UNITED STATES	2012	300000
ADVANCED CANCER THERAPEUTICS LLC	KY	UNITED STATES	2012	157920
JBS SCIENCE INC	PA	UNITED STATES	2012	247245
IMCARE BIOTECH	PA	UNITED STATES	2012	292459
PROGENRA INC	PA	UNITED STATES	2012	342963
MARVEL MEDTECH LLC	WI	UNITED STATES	2012	300000
ARBOR VITA CORPORATION	CA	UNITED STATES	2012	198247
MEDICON INC	NY	UNITED STATES	2012	299999
MIRNA THERAPEUTICS INC	TX	UNITED STATES	2012	299999
STELLA THERAPEUTICS LLC	WA	UNITED STATES	2012	180315
MEDVAS CONCEPTS COMPANY	PA	UNITED STATES	2012	300000
MICROSTEM INC	CA	UNITED STATES	2012	155532
CYTOCURE LLC	MA	UNITED STATES	2012	300000
LIFESENSORS INC	PA	UNITED STATES	2012	199498
PENFORGEL LLC	PA	UNITED STATES	2012	61082
KITWARE INC	NY	UNITED STATES	2012	151294
OMNIOX INC	CA	UNITED STATES	2012	300000
NOVOMEDIX INC	CA	UNITED STATES	2012	202398
NERX BIOSCIENCES INC	IN	UNITED STATES	2012	299922
XL SCI-TECH INC	WA	UNITED STATES	2012	191356
RXI PHARMACEUTICALS CORPORATION	MA	UNITED STATES	2012	292272
RADTARGX THERAPEUTICS INC	MO	UNITED STATES	2012	278123
SIGNABLOK INC	MA	UNITED STATES	2012	221738
NESHER TECHNOLOGIES INC	CA	UNITED STATES	2012	200000
IMMUNOMEDICS INC	NJ	UNITED STATES	2012	276833
ENSYSCE BIOSCIENCES INC	TX	UNITED STATES	2012	298072
ALTOR BIOSCIENCE CORPORATION	FL	UNITED STATES	2012	231853
TUMOREND LLC	LA	UNITED STATES	2012	150000
MODULATION THERAPEUTICS INC	FL	UNITED STATES	2012	156202
PHARMASEQ INC	NJ	UNITED STATES	2012	272360
ADVANCED CELL DIAGNOSTICS INC	CA	UNITED STATES	2012	268010
EXEMPLAR GENETICS LLC	IA	UNITED STATES	2012	167065
JBS SCIENCE INC	PA	UNITED STATES	2012	300000
RADIATION MONITORING DEVICES INC	MA	UNITED STATES	2012	148968
DORMATARG INC	OK	UNITED STATES	2012	296937
CLEAR GUIDE MEDICAL LLC	MD	UNITED STATES	2012	148338
VASGENE THERAPEUTICS INC	CA	UNITED STATES	2012	149607
BENEVIR BIOPHARM INC	MD	UNITED STATES	2012	222694
PRIMITY INC	CA	UNITED STATES	2012	188388
MODULATION THERAPEUTICS INC	FL	UNITED STATES	2012	218817
POLYMEDIX INC	PA	UNITED STATES	2012	161376
IMMUNOMEDICS INC	NJ	UNITED STATES	2012	227025
MABVAX THERAPEUTICS INC	CA	UNITED STATES	2012	149152
NANOMETICS LLC	NY	UNITED STATES	2012	250540
SHARP EDGE LABS INC	MA	UNITED STATES	2012	155777
GIGAGEN INC	CA	UNITED STATES	2012	205650
STEMSYNERGY THERAPEUTICS INC	PA	UNITED STATES	2012	259451
VASGENE THERAPEUTICS INC	CA	UNITED STATES	2012	112478
DELPHINUS MEDICAL TECHNOLOGIES INC	MI	UNITED STATES	2012	137554
NANOHYBRIDS LLC	TX	UNITED STATES	2012	152399
PANORAMA RESEARCH INC	CA	UNITED STATES	2012	294070
AURORA ONCOLOGY INC	CO	UNITED STATES	2012	149040
TOCAGEN INC	CA	UNITED STATES	2012	269025
ALTOR BIOSCIENCE CORPORATION	FL	UNITED STATES	2012	257303
APRICITY THERAPEUTICS INC	CA	UNITED STATES	2012	172738
MYTEK LLC	MN	UNITED STATES	2012	272604
CASE WESTERN RESERVE UNIVERSITY	OH	UNITED STATES	2012	43601
TUFTS UNIVERSITY BOSTON	MA	UNITED STATES	2012	42232
OHIO STATE UNIVERSITY	OH	UNITED STATES	2012	36179
UNIVERSITY OF LOUISVILLE	KY	UNITED STATES	2012	42232
UNIVERSITY OF MINNESOTA TWIN CITIES	MN	UNITED STATES	2012	35832
UNIVERSITY OF TENNESSEE HEALTH SCI CTR	TN	UNITED STATES	2012	766747
BOSTON UNIVERSITY MEDICAL CAMPUS	MA	UNITED STATES	2012	67510
UNIVERSITY OF PITTSBURGH AT PITTSBURGH	PA	UNITED STATES	2012	61480
WAKE FOREST UNIVERSITY HEALTH SCIENCES	NC	UNITED STATES	2012	773512
ST JUDE CHILDREN'S RESEARCH HOSPITAL	TN	UNITED STATES	2012	99582
UNIVERSITY OF PENNSYLVANIA	PA	UNITED STATES	2012	61313
UNIVERSITY OF WISCONSIN MADISON	WI	UNITED STATES	2012	50069
UNIVERSITY OF VIRGINIA CHARLOTTESVILLE	VA	UNITED STATES	2012	47656
UNIVERSITY OF WISCONSIN MADISON	WI	UNITED STATES	2012	19578
DUKE UNIVERSITY	NC	UNITED STATES	2012	86367
UNIVERSITY OF CHICAGO	IL	UNITED STATES	2012	200000
UNIVERSITY OF MICHIGAN AT ANN ARBOR	MI	UNITED STATES	2012	82609
UNIVERSITY OF WASHINGTON	WA	UNITED STATES	2012	386250
UNIVERSITY OF PENNSYLVANIA	PA	UNITED STATES	2012	47880
VANDERBILT UNIVERSITY	TN	UNITED STATES	2012	156000
UNIVERSITY OF SOUTH ALABAMA	AL	UNITED STATES	2012	62504
RAND CORPORATION	CA	UNITED STATES	2012	105198
UNIVERSITY OF ARIZONA	AZ	UNITED STATES	2012	54631
CALIFORNIA STATE UNIVERSITY FULLERTON	CA	UNITED STATES	2012	66108
UNIVERSITY OF TEXAS MD ANDERSON CAN CTR	TX	UNITED STATES	2012	49145
UNIV OF MED/DENT NJ-R W JOHNSON MED SCH	NJ	UNITED STATES	2012	64515
UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON	TX	UNITED STATES	2012	114173
UNIV OF MED/DENT NJ-SCH OF PUBLIC HEALTH	NJ	UNITED STATES	2012	145095
OHIO STATE UNIVERSITY	OH	UNITED STATES	2012	31151
UNIVERSITY OF ROCHESTER	NY	UNITED STATES	2012	38332
UNIVERSITY OF WISCONSIN MADISON	WI	UNITED STATES	2012	3500
UNIVERSITY OF MARYLAND BALTIMORE	MD	UNITED STATES	2012	38673
NORTHWESTERN UNIVERSITY	IL	UNITED STATES	2012	34912
INDIANA UNIVERSITY BLOOMINGTON	IN	UNITED STATES	2012	41308
OREGON STATE UNIVERSITY	OR	UNITED STATES	2012	29968
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2012	42232
VIRGINIA COMMONWEALTH UNIVERSITY	VA	UNITED STATES	2012	30277
UNIVERSITY OF SOUTH FLORIDA	FL	UNITED STATES	2012	32609
LOUISIANA STATE UNIV HSC NEW ORLEANS	LA	UNITED STATES	2012	7419
VANDERBILT UNIVERSITY	TN	UNITED STATES	2012	42232
CLEVELAND CLINIC LERNER COL/MED-CWRU	OH	UNITED STATES	2012	33671
YALE UNIVERSITY	CT	UNITED STATES	2012	42232
UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN	IL	UNITED STATES	2012	35834
LOUISIANA STATE UNIV HSC SHREVEPORT	LA	UNITED STATES	2012	26677
LOMA LINDA UNIVERSITY	CA	UNITED STATES	2012	27880
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL	NC	UNITED STATES	2012	34547
VANDERBILT UNIVERSITY	TN	UNITED STATES	2012	26232
PRINCETON UNIVERSITY	NJ	UNITED STATES	2012	19280
OHIO STATE UNIVERSITY	OH	UNITED STATES	2012	21959
UNIVERSITY OF COLORADO DENVER	CO	UNITED STATES	2012	42232
UNIVERSITY OF CALIFORNIA DAVIS	CA	UNITED STATES	2012	33575
UNIVERSITY OF VIRGINIA CHARLOTTESVILLE	VA	UNITED STATES	2012	29099
UNIVERSITY OF FLORIDA	FL	UNITED STATES	2012	34283
CASE WESTERN RESERVE UNIVERSITY	OH	UNITED STATES	2012	47232
BAYLOR COLLEGE OF MEDICINE	TX	UNITED STATES	2012	39432
UNIVERSITY OF MISSOURI-COLUMBIA	MO	UNITED STATES	2012	28690
BETH ISRAEL DEACONESS MEDICAL CENTER	MA	UNITED STATES	2012	183205
UNIVERSITY OF MICHIGAN AT ANN ARBOR	MI	UNITED STATES	2012	91569
UNIVERSITY OF ARIZONA	AZ	UNITED STATES	2012	54091
CLEVELAND CLINIC LERNER COL/MED-CWRU	OH	UNITED STATES	2012	24684
UNIVERSITY OF MINNESOTA TWIN CITIES	MN	UNITED STATES	2012	15504
CASE WESTERN RESERVE UNIVERSITY	OH	UNITED STATES	2012	43439
UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA	SC	UNITED STATES	2012	44814
MOUNT SINAI SCHOOL OF MEDICINE	NY	UNITED STATES	2012	82406
DREXEL UNIVERSITY	PA	UNITED STATES	2012	36762
DUKE UNIVERSITY	NC	UNITED STATES	2012	86921
UNIV OF MED/DENT NJ-R W JOHNSON MED SCH	NJ	UNITED STATES	2012	45527
UNIVERSITY OF COLORADO DENVER	CO	UNITED STATES	2012	48870
UNIVERSITY OF COLORADO DENVER	CO	UNITED STATES	2012	32009
UNIVERSITY OF CALIFORNIA SAN DIEGO	CA	UNITED STATES	2012	50084
UNIVERSITY OF SOUTHERN CALIFORNIA	CA	UNITED STATES	2012	56718
MASSACHUSETTS GENERAL HOSPITAL	MA	UNITED STATES	2012	40924
UNIVERSITY OF CALIFORNIA SAN DIEGO	CA	UNITED STATES	2012	113305
JOHNS HOPKINS UNIVERSITY	MD	UNITED STATES	2012	37417
EMORY UNIVERSITY	GA	UNITED STATES	2012	164541
UNIVERSITY OF CALIFORNIA LOS ANGELES	CA	UNITED STATES	2012	47142
UNIVERSITY OF CHICAGO	IL	UNITED STATES	2012	174000
WEST VIRGINIA UNIVERSITY	WV	UNITED STATES	2012	39210
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL	NC	UNITED STATES	2012	34278
VIRGINIA COMMONWEALTH UNIVERSITY	VA	UNITED STATES	2012	33310
CALIFORNIA INSTITUTE OF TECHNOLOGY	CA	UNITED STATES	2012	42232
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL	NC	UNITED STATES	2012	34547
ALBERT EINSTEIN COL OF MED YESHIVA UNIV	NY	UNITED STATES	2012	42232
NEW YORK UNIVERSITY SCHOOL OF MEDICINE	NY	UNITED STATES	2012	42232
UNIVERSITY OF TEXAS AUSTIN	TX	UNITED STATES	2012	17976
UNIVERSITY OF CALIFORNIA IRVINE	CA	UNITED STATES	2012	35736
UNIVERSITY OF MICHIGAN AT ANN ARBOR	MI	UNITED STATES	2012	32605
UNIVERSITY OF CALIFORNIA RIVERSIDE	CA	UNITED STATES	2012	34985
EMORY UNIVERSITY	GA	UNITED STATES	2012	24211
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL	NC	UNITED STATES	2012	32310
THOMAS JEFFERSON UNIVERSITY	PA	UNITED STATES	2012	42232
UNIVERSITY OF UTAH	UT	UNITED STATES	2012	42232
THOMAS JEFFERSON UNIVERSITY	PA	UNITED STATES	2012	42232
SCRIPPS FLORIDA	FL	UNITED STATES	2012	29232
DREXEL UNIVERSITY	PA	UNITED STATES	2012	40217
UNIVERSITY OF CALIFORNIA SAN FRANCISCO	CA	UNITED STATES	2012	32964
WAYNE STATE UNIVERSITY	MI	UNITED STATES	2012	37021
DREXEL UNIVERSITY	PA	UNITED STATES	2012	40217
PENNSYLVANIA STATE UNIV HERSHEY MED CTR	PA	UNITED STATES	2012	28315
UNIVERSITY OF CALIFORNIA IRVINE	CA	UNITED STATES	2012	35293
UNIVERSITY OF IOWA	IA	UNITED STATES	2012	28158
JOHNS HOPKINS UNIVERSITY	MD	UNITED STATES	2012	42232
UNIVERSIDAD CENTRAL DEL CARIBE	PR	UNITED STATES	2012	30907
UNIVERSITY OF HOUSTON	TX	UNITED STATES	2012	27734
THOMAS JEFFERSON UNIVERSITY	PA	UNITED STATES	2012	42232
VANDERBILT UNIVERSITY	TN	UNITED STATES	2012	42232
UNIVERSITY OF ALABAMA AT BIRMINGHAM	AL	UNITED STATES	2012	497605
VANDERBILT UNIVERSITY	TN	UNITED STATES	2012	45767
UNIVERSITY OF TEXAS SW MED CTR	TX	UNITED STATES	2012	140000
UNIVERSITY OF IOWA	IA	UNITED STATES	2012	303925
RBHS-SCHOOL OF PUBLIC HEALTH	NJ	UNITED STATES	2012	88006
MEDICAL COLLEGE OF WISCONSIN	WI	UNITED STATES	2012	30657
UNIVERSITY OF COLORADO DENVER	CO	UNITED STATES	2012	94680
CANCER PREVENTION INSTIT OF CALIFORNIA	CA	UNITED STATES	2012	468119
RBHS-ROBERT WOOD JOHNSON MEDICAL SCHOOL	NJ	UNITED STATES	2012	65820
CEDARS-SINAI MEDICAL CENTER	CA	UNITED STATES	2012	349747
RBHS-ROBERT WOOD JOHNSON MEDICAL SCHOOL	NJ	UNITED STATES	2012	28920
UNIVERSITY OF MISSISSIPPI MEDICAL CENTER	MS	UNITED STATES	2012	199395
RBHS-NEW JERSEY MEDICAL SCHOOL	NJ	UNITED STATES	2012	94872
CASE WESTERN RESERVE UNIVERSITY	OH	UNITED STATES	2012	269117
RBHS-SCHOOL OF PUBLIC HEALTH	NJ	UNITED STATES	2012	14983
RBHS -CANCER INSTITUTE OF NEW JERSEY	NJ	UNITED STATES	2012	104660
UNIVERSITY OF WASHINGTON	WA	UNITED STATES	2012	166387
HARVARD UNIVERSITY	MA	UNITED STATES	2012	29473
UNIVERSITY OF ALABAMA AT BIRMINGHAM	AL	UNITED STATES	2012	204364
UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON	TX	UNITED STATES	2012	107690
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2012	402250
UNIVERSITY OF SOUTHERN CALIFORNIA	CA	UNITED STATES	2012	145483
COLUMBIA UNIVERSITY HEALTH SCIENCES	NY	UNITED STATES	2012	39437
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2012	183788
RBHS -CANCER INSTITUTE OF NEW JERSEY	NJ	UNITED STATES	2012	58252
UNIVERSITY OF CALIFORNIA SAN FRANCISCO	CA	UNITED STATES	2012	324738
MASSACHUSETTS INSTITUTE OF TECHNOLOGY	MA	UNITED STATES	2012	42232
MOUNT SINAI SCHOOL OF MEDICINE	NY	UNITED STATES	2012	238795
UNIVERSITY OF VERMONT AND STATE AGRICULTURAL COLLEGE	VT	UNITED STATES	2012	208253
STATE UNIVERSITY OF NEW YORK AT ALBANY	NY	UNITED STATES	2012	80000
RBHS-SCHOOL OF PUBLIC HEALTH	NJ	UNITED STATES	2012	36077
UNIVERSITY OF TEXAS MD ANDERSON CAN CTR	TX	UNITED STATES	2012	866890
RBHS-NEW JERSEY MEDICAL SCHOOL	NJ	UNITED STATES	2012	66711
UNIVERSITY OF SOUTH ALABAMA	AL	UNITED STATES	2012	192359
RBHS-ROBERT WOOD JOHNSON MEDICAL SCHOOL	NJ	UNITED STATES	2012	49053
DUKE UNIVERSITY	NC	UNITED STATES	2012	45588
SLOAN-KETTERING INSTITUTE FOR CANCER RES	NY	UNITED STATES	2012	88649
MAYO CLINIC	MN	UNITED STATES	2012	48686
COLUMBIA UNIVERSITY HEALTH SCIENCES	NY	UNITED STATES	2012	42190
OHIO STATE UNIVERSITY	OH	UNITED STATES	2012	50885
METHODIST HOSPITAL RESEARCH INSTITUTE	TX	UNITED STATES	2012	254721
UNIVERSITY OF CALIFORNIA IRVINE	CA	UNITED STATES	2012	35293
UNIVERSITY OF CHICAGO	IL	UNITED STATES	2012	52190
WISTAR INSTITUTE	PA	UNITED STATES	2012	291582
UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN	IL	UNITED STATES	2012	42030
UNIVERSITY OF VERMONT AND STATE AGRICULTURAL COLLEGE	VT	UNITED STATES	2012	499446
RBHS -CANCER INSTITUTE OF NEW JERSEY	NJ	UNITED STATES	2012	26195
UNIVERSITY OF MISSISSIPPI MEDICAL CENTER	MS	UNITED STATES	2012	211266
VANDERBILT UNIVERSITY	TN	UNITED STATES	2012	49214
UNIVERSITY OF TEXAS SW MED CTR	TX	UNITED STATES	2012	29597
UNIVERSITY OF VIRGINIA CHARLOTTESVILLE	VA	UNITED STATES	2012	61987
HARVARD UNIVERSITY	MA	UNITED STATES	2012	42232
UNIVERSITY OF TOLEDO	OH	UNITED STATES	2012	296453
UNIVERSITY OF ALABAMA AT BIRMINGHAM	AL	UNITED STATES	2012	302381
UNIVERSITY OF TEXAS MD ANDERSON CAN CTR	TX	UNITED STATES	2012	140238
UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON	TX	UNITED STATES	2012	163879
BRIGHAM AND WOMEN'S HOSPITAL	MA	UNITED STATES	2012	180499
UNIVERSITY OF TEXAS SW MED CTR	TX	UNITED STATES	2012	330513
RBHS -CANCER INSTITUTE OF NEW JERSEY	NJ	UNITED STATES	2012	151717
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE	FL	UNITED STATES	2012	29034
MEDICAL COLLEGE OF WISCONSIN	WI	UNITED STATES	2012	51733
INVICRO LLC	MA	UNITED STATES	2012	437398
RBHS -CANCER INSTITUTE OF NEW JERSEY	NJ	UNITED STATES	2012	19804
UNIVERSITY OF TOLEDO	OH	UNITED STATES	2012	64614
RBHS -CANCER INSTITUTE OF NEW JERSEY	NJ	UNITED STATES	2012	36523
UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR	NM	UNITED STATES	2012	112474
SAN DIEGO STATE UNIVERSITY	CA	UNITED STATES	2012	160854
UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON	TX	UNITED STATES	2012	195838
SCRIPPS RESEARCH INSTITUTE	CA	UNITED STATES	2012	49214
RBHS-ROBERT WOOD JOHNSON MEDICAL SCHOOL	NJ	UNITED STATES	2012	90282
UNIVERSITY OF MINNESOTA TWIN CITIES	MN	UNITED STATES	2012	34473
SOUTHERN RESEARCH INSTITUTE	AL	UNITED STATES	2012	122459
UNIVERSITY OF PENNSYLVANIA	PA	UNITED STATES	2012	2237545
RBHS-ROBERT WOOD JOHNSON MEDICAL SCHOOL	NJ	UNITED STATES	2012	38530
BOSTON UNIVERSITY MEDICAL CAMPUS	MA	UNITED STATES	2012	189807
NORTHWESTERN UNIVERSITY AT CHICAGO	IL	UNITED STATES	2012	170853
VIRGINIA COMMONWEALTH UNIVERSITY	VA	UNITED STATES	2012	33432
UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE	NC	UNITED STATES	2012	205768
JOHNS HOPKINS UNIVERSITY	MD	UNITED STATES	2012	214579
RBHS-ROBERT WOOD JOHNSON MEDICAL SCHOOL	NJ	UNITED STATES	2012	23143
STANFORD UNIVERSITY	CA	UNITED STATES	2012	42232
UNIVERSITY OF PITTSBURGH AT PITTSBURGH	PA	UNITED STATES	2012	158051
UNIVERSITY OF CALIFORNIA SAN FRANCISCO	CA	UNITED STATES	2012	32964
STANFORD UNIVERSITY	CA	UNITED STATES	2012	74015
UNIVERSITY OF TEXAS DALLAS	TX	UNITED STATES	2012	53040
UNIVERSITY OF TEXAS MD ANDERSON CAN CTR	TX	UNITED STATES	2012	647718
UNIVERSITY OF KANSAS MEDICAL CENTER	KS	UNITED STATES	2012	112169
UNIVERSITY OF MARYLAND COLLEGE PK CAMPUS	MD	UNITED STATES	2012	62713
GEORGETOWN UNIVERSITY	DC	UNITED STATES	2012	143622
VANDERBILT UNIVERSITY	TN	UNITED STATES	2012	26592
UNIVERSITY OF TEXAS SW MED CTR	TX	UNITED STATES	2012	141821
HARVARD UNIVERSITY	MA	UNITED STATES	2012	33922
RBHS -CANCER INSTITUTE OF NEW JERSEY	NJ	UNITED STATES	2012	19993
COLUMBIA UNIVERSITY HEALTH SCIENCES	NY	UNITED STATES	2012	327405
LOUISIANA STATE UNIV HSC NEW ORLEANS	LA	UNITED STATES	2012	173912
UNIVERSITY OF TEXAS MD ANDERSON CAN CTR	TX	UNITED STATES	2012	49859
RBHS-ROBERT WOOD JOHNSON MEDICAL SCHOOL	NJ	UNITED STATES	2012	54700
MELANOVUS ONCOLOGY INC	PA	UNITED STATES	2012	171485
WAYNE STATE UNIVERSITY	MI	UNITED STATES	2012	37021
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL	NC	UNITED STATES	2012	29392
UNIVERSITY OF PENNSYLVANIA	PA	UNITED STATES	2012	112410
UNIVERSITY OF CHICAGO	IL	UNITED STATES	2012	42232
MASSACHUSETTS GENERAL HOSPITAL	MA	UNITED STATES	2012	295070
CLAREMONT GRADUATE UNIVERSITY	CA	UNITED STATES	2012	28680
RBHS-NEW JERSEY MEDICAL SCHOOL	NJ	UNITED STATES	2012	36793
UNIVERSITY OF FLORIDA	FL	UNITED STATES	2012	106827
RBHS-ROBERT WOOD JOHNSON MEDICAL SCHOOL	NJ	UNITED STATES	2012	8019
UNIVERSITY OF CHICAGO	IL	UNITED STATES	2012	168048
ALFRED I DU PONT HOSP FOR CHILDREN	DE	UNITED STATES	2012	102295
RBHS -CANCER INSTITUTE OF NEW JERSEY	NJ	UNITED STATES	2012	801
KANSAS STATE UNIVERSITY	KS	UNITED STATES	2012	66659
UNIVERSITY OF TEXAS AUSTIN	TX	UNITED STATES	2012	90829
CANCER PREVENTION INSTIT OF CALIFORNIA	CA	UNITED STATES	2012	322233
STANFORD UNIVERSITY	CA	UNITED STATES	2012	55670
MAYO CLINIC	MN	UNITED STATES	2012	6903
UNIVERSITY OF KANSAS MEDICAL CENTER	KS	UNITED STATES	2012	283154
UNIVERSITY OF WASHINGTON	WA	UNITED STATES	2012	42232
MEDICAL COLLEGE OF WISCONSIN	WI	UNITED STATES	2012	60086
MASSACHUSETTS GENERAL HOSPITAL	MA	UNITED STATES	2012	7500
GORDON RESEARCH CONFERENCES	RI	UNITED STATES	2012	14000
NORTHWESTERN UNIVERSITY	IL	UNITED STATES	2012	52450
UNIVERSITY OF CALIFORNIA IRVINE	CA	UNITED STATES	2012	179143
UNIVERSITY OF CHICAGO	IL	UNITED STATES	2012	129843
UNIVERSITY OF TEXAS MD ANDERSON CAN CTR	TX	UNITED STATES	2012	134796
BETH ISRAEL DEACONESS MEDICAL CENTER	MA	UNITED STATES	2012	169560
WASHINGTON UNIVERSITY	MO	UNITED STATES	2012	158853
STANFORD UNIVERSITY	CA	UNITED STATES	2012	173448
COLUMBIA UNIVERSITY HEALTH SCIENCES	NY	UNITED STATES	2012	152763
UNIVERSITY OF PENNSYLVANIA	PA	UNITED STATES	2012	172368
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL	NC	UNITED STATES	2012	170873
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE	FL	UNITED STATES	2012	159652
JOHNS HOPKINS UNIVERSITY	MD	UNITED STATES	2012	178200
ROSWELL PARK CANCER INSTITUTE CORP	NY	UNITED STATES	2012	187965
UNIVERSITY OF CALIFORNIA LOS ANGELES	CA	UNITED STATES	2012	165240
UNIVERSITY OF PITTSBURGH AT PITTSBURGH	PA	UNITED STATES	2012	106276
COLUMBIA UNIVERSITY HEALTH SCIENCES	NY	UNITED STATES	2012	170790
FRED HUTCHINSON CANCER RESEARCH CENTER	WA	UNITED STATES	2012	143339
UNIVERSITY OF CALIFORNIA SAN FRANCISCO	CA	UNITED STATES	2012	163976
FRED HUTCHINSON CANCER RESEARCH CENTER	WA	UNITED STATES	2012	170100
BRIGHAM AND WOMEN'S HOSPITAL	MA	UNITED STATES	2012	180360
UNIVERSITY OF NORTH CAROLINA CHAPEL HILL	NC	UNITED STATES	2012	173089
UNIVERSITY OF CALIFORNIA SAN FRANCISCO	CA	UNITED STATES	2012	171720
MAYO CLINIC	MN	UNITED STATES	2012	167400
EMORY UNIVERSITY	GA	UNITED STATES	2012	163298
UNIVERSITY OF PENNSYLVANIA	PA	UNITED STATES	2012	7725062
UNIVERSITY OF TEXAS MD ANDERSON CAN CTR	TX	UNITED STATES	2012	9988336
ST JUDE CHILDREN'S RESEARCH HOSPITAL	TN	UNITED STATES	2012	5674815
VANDERBILT UNIVERSITY	TN	UNITED STATES	2012	121779
