	YEAR	INSTITUTION	PATENTS_FILED_COUNT	PATENTS_GRANTED_COUNT	ONGOING_TRIALS_COUNT	STATE	TOTAL_FUNDING
11233	2015.0	OHIO STATE UNIVERSITY	0.0	7.0	0.0	OH	61481.0
11234	2015.0	OHIO STATE UNIVERSITY	0.0	7.0	0.0	OH	62500.0
11235	2015.0	OHIO STATE UNIVERSITY	0.0	7.0	0.0	OH	656180.0
11236	2015.0	OHIO STATE UNIVERSITY	0.0	7.0	0.0	OH	570604.0
11237	2015.0	OHIO STATE UNIVERSITY	0.0	7.0	0.0	OH	425094.0
11238	2015.0	OHIO STATE UNIVERSITY	0.0	7.0	0.0	OH	152646.0
11239	2015.0	OHIO STATE UNIVERSITY	0.0	7.0	0.0	OH	105672.0
11240	2015.0	OHIO STATE UNIVERSITY	0.0	7.0	0.0	OH	179754.0
11241	2015.0	OHIO STATE UNIVERSITY	0.0	7.0	0.0	OH	43377.0
11242	2015.0	OHIO STATE UNIVERSITY	0.0	7.0	0.0	OH	45147.0
11243	2015.0	OHIO STATE UNIVERSITY	0.0	7.0	0.0	OH	61481.0
11244	2015.0	OHIO STATE UNIVERSITY	0.0	7.0	0.0	OH	157485.0
11245	2015.0	OHIO STATE UNIVERSITY	0.0	7.0	0.0	OH	258543.0
11246	2015.0	OHIO STATE UNIVERSITY	0.0	7.0	0.0	OH	60126.0
11247	2015.0	OHIO STATE UNIVERSITY	0.0	7.0	0.0	OH	31250.0
11248	2015.0	OHIO STATE UNIVERSITY	0.0	7.0	0.0	OH	329175.0
11249	2015.0	OHIO STATE UNIVERSITY	0.0	7.0	0.0	OH	501216.0
11250	2015.0	OHIO STATE UNIVERSITY	0.0	7.0	0.0	OH	631069.0
11251	2015.0	OHIO STATE UNIVERSITY	0.0	7.0	0.0	OH	319550.0
11252	2015.0	OHIO STATE UNIVERSITY	0.0	7.0	0.0	OH	316438.0
11253	2015.0	OHIO STATE UNIVERSITY	0.0	7.0	0.0	OH	297785.0
11254	2015.0	OHIO STATE UNIVERSITY	0.0	7.0	0.0	OH	317719.0
11255	2015.0	OHIO STATE UNIVERSITY	0.0	7.0	0.0	OH	173232.0
11256	2015.0	OHIO STATE UNIVERSITY	0.0	7.0	0.0	OH	206695.0
11257	2015.0	OHIO STATE UNIVERSITY	0.0	7.0	0.0	OH	57962.0
11258	2015.0	OHIO STATE UNIVERSITY	0.0	7.0	0.0	OH	34752.0
11259	2015.0	OHIO STATE UNIVERSITY	0.0	7.0	0.0	OH	248621.0
11260	2015.0	OHIO STATE UNIVERSITY	0.0	7.0	0.0	OH	36366.0
11261	2015.0	OHIO STATE UNIVERSITY	0.0	7.0	0.0	OH	31146.0
11262	2015.0	OHIO STATE UNIVERSITY	0.0	7.0	0.0	OH	37855.0
11263	2015.0	OHIO STATE UNIVERSITY	0.0	7.0	0.0	OH	38215.0
11264	2015.0	OHIO STATE UNIVERSITY	0.0	7.0	0.0	OH	314259.0
11265	2015.0	OHIO STATE UNIVERSITY	0.0	7.0	0.0	OH	2184999.0
11266	2015.0	OHIO STATE UNIVERSITY	0.0	7.0	0.0	OH	319550.0
11267	2015.0	OHIO STATE UNIVERSITY	0.0	7.0	0.0	OH	2048056.0
11268	2015.0	OHIO STATE UNIVERSITY	0.0	7.0	0.0	OH	630892.0
11269	2015.0	OHIO STATE UNIVERSITY	0.0	7.0	0.0	OH	424564.0
11270	2015.0	OHIO STATE UNIVERSITY	0.0	7.0	0.0	OH	299326.0
11271	2015.0	OHIO STATE UNIVERSITY	0.0	7.0	0.0	OH	4059577.0
11272	2015.0	OREGON HEALTH & SCIENCE UNIVERSITY	0.0	1.0	0.0		
11273	2015.0	PENNSYLVANIA STATE UNIVERSITY	0.0	9.0	0.0		
11274	2015.0	PRINCETON UNIVERSITY	0.0	1.0	0.0	NJ	43120.0
11275	2015.0	PRINCETON UNIVERSITY	0.0	1.0	0.0	NJ	43120.0
11276	2015.0	PURDUE UNIVERSITY	0.0	2.0	0.0		
11277	2015.0	ROCKEFELLER UNIVERSITY	0.0	1.0	0.0	NY	2023721.0
11278	2015.0	ROCKEFELLER UNIVERSITY	0.0	1.0	0.0	NY	8000.0
11279	2015.0	ROCKEFELLER UNIVERSITY	0.0	1.0	0.0	NY	43120.0
11280	2015.0	ROCKEFELLER UNIVERSITY	0.0	1.0	0.0	NY	381653.0
11281	2015.0	ROCKEFELLER UNIVERSITY	0.0	1.0	0.0	NY	224100.0
11282	2015.0	ROCKEFELLER UNIVERSITY	0.0	1.0	0.0	NY	459050.0
11283	2015.0	ROCKEFELLER UNIVERSITY	0.0	1.0	0.0	NY	363870.0
11284	2015.0	ROCKEFELLER UNIVERSITY	0.0	1.0	0.0	NY	118139.0
11285	2015.0	ROCKEFELLER UNIVERSITY	0.0	1.0	0.0	NY	1408766.0
11286	2015.0	ROCKEFELLER UNIVERSITY	0.0	1.0	0.0	NY	423063.0
11287	2015.0	SCHEPENS EYE RESEARCH INSTITUTE	0.0	1.0	0.0		
11288	2015.0	SLOAN-KETTERING INST CAN RESEARCH	0.0	5.0	0.0		
11289	2015.0	ST. JUDE CHILDREN'S RESEARCH HOSPITAL	0.0	4.0	30.0		
11290	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	215655.0
11291	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	614899.0
11292	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	799493.0
11293	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	180843.0
11294	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	43120.0
11295	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	43120.0
11296	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	116122.0
11297	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	241915.0
11298	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	227007.0
11299	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	362389.0
11300	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	570517.0
11301	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	147179.0
11302	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	643535.0
11303	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	832842.0
11304	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	782337.0
11305	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	632529.0
11306	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	652612.0
11307	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	1854519.0
11308	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	1418656.0
11309	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	414229.0
11310	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	375646.0
11311	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	664456.0
11312	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	492724.0
11313	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	52406.0
11314	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	54194.0
11315	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	35444.0
11316	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	330825.0
11317	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	70000.0
11318	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	173448.0
11319	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	2249153.0
11320	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	325775.0
11321	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	21424.0
11322	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	248961.0
11323	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	112120.0
11324	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	365056.0
11325	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	376669.0
11326	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	573438.0
11327	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	171048.0
11328	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	328272.0
11329	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	173934.0
11330	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	337566.0
11331	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	317561.0
11332	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	54194.0
11333	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	9495.0
11334	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	170532.0
11335	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	175167.0
11336	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	34010.0
11337	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	43120.0
11338	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	116834.0
11339	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	34255.0
11340	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	193466.0
11341	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	409293.0
11342	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	43120.0
11343	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	539998.0
11344	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	538250.0
11345	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	528086.0
11346	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	54194.0
11347	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	327202.0
11348	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	1640583.0
11349	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	242233.0
11350	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	557978.0
11351	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	311682.0
11352	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	321000.0
11353	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	48120.0
11354	2015.0	STANFORD UNIVERSITY	0.0	22.0	3.0	CA	501217.0
11355	2015.0	STATE UNIVERSITY NEW YORK STONY BROOK	0.0	2.0	0.0	NY	219758.0
11356	2015.0	STATE UNIVERSITY NEW YORK STONY BROOK	0.0	2.0	0.0	NY	204076.0
11357	2015.0	STATE UNIVERSITY NEW YORK STONY BROOK	0.0	2.0	0.0	NY	32626.0
11358	2015.0	STATE UNIVERSITY NEW YORK STONY BROOK	0.0	2.0	0.0	NY	1308390.0
11359	2015.0	STATE UNIVERSITY NEW YORK STONY BROOK	0.0	2.0	0.0	NY	5023299.0
11360	2015.0	STATE UNIVERSITY NEW YORK STONY BROOK	0.0	2.0	0.0	NY	6138407.0
11361	2015.0	STATE UNIVERSITY NEW YORK STONY BROOK	0.0	2.0	0.0	NY	7063294.0
11362	2015.0	STATE UNIVERSITY NEW YORK STONY BROOK	0.0	2.0	0.0	NY	4038240.0
11363	2015.0	STATE UNIVERSITY NEW YORK STONY BROOK	0.0	2.0	0.0	NY	3911531.0
11364	2015.0	STATE UNIVERSITY NEW YORK STONY BROOK	0.0	2.0	0.0	NY	8499655.0
11365	2015.0	STATE UNIVERSITY NEW YORK STONY BROOK	0.0	2.0	0.0	NY	1649574.0
11366	2015.0	STATE UNIVERSITY NEW YORK STONY BROOK	0.0	2.0	0.0	NY	204071.0
11367	2015.0	STATE UNIVERSITY NEW YORK STONY BROOK	0.0	2.0	0.0	NY	79000.0
11368	2015.0	STATE UNIVERSITY NEW YORK STONY BROOK	0.0	2.0	0.0	NY	206190.0
11369	2015.0	STATE UNIVERSITY NEW YORK STONY BROOK	0.0	2.0	0.0	NY	204076.0
11370	2015.0	STATE UNIVERSITY NEW YORK STONY BROOK	0.0	2.0	0.0	NY	359202.0
11371	2015.0	STATE UNIVERSITY NEW YORK STONY BROOK	0.0	2.0	0.0	NY	283495.0
11372	2015.0	STATE UNIVERSITY NEW YORK STONY BROOK	0.0	2.0	0.0	NY	363125.0
11373	2015.0	STATE UNIVERSITY NEW YORK STONY BROOK	0.0	2.0	0.0	NY	366626.0
11374	2015.0	STATE UNIVERSITY NEW YORK STONY BROOK	0.0	2.0	0.0	NY	805403.0
11375	2015.0	STATE UNIVERSITY NEW YORK STONY BROOK	0.0	2.0	0.0	NY	391537.0
11376	2015.0	STATE UNIVERSITY NEW YORK STONY BROOK	0.0	2.0	0.0	NY	52363.0
11377	2015.0	STATE UNIVERSITY NEW YORK STONY BROOK	0.0	2.0	0.0	NY	262176.0
11378	2015.0	STATE UNIVERSITY NEW YORK STONY BROOK	0.0	2.0	0.0	NY	206190.0
11379	2015.0	STATE UNIVERSITY NEW YORK STONY BROOK	0.0	2.0	0.0	NY	327850.0
11380	2015.0	STATE UNIVERSITY NEW YORK STONY BROOK	0.0	2.0	0.0	NY	359587.0
11381	2015.0	STATE UNIVERSITY NEW YORK STONY BROOK	0.0	2.0	0.0	NY	722416.0
11382	2015.0	STOWERS INSTITUTE FOR MEDICAL RESEARCH	0.0	1.0	0.0	MO	30188.0
11383	2015.0	TETRA DISCOVERY PARTNERS, LLC	0.0	1.0	0.0		
11384	2015.0	TRANSLATIONAL GENOMICS RESEARCH INST	0.0	1.0	0.0		
11385	2015.0	TUFTS UNIVERSITY BOSTON	0.0	1.0	0.0	MA	97263.0
11386	2015.0	TUFTS UNIVERSITY BOSTON	0.0	1.0	0.0	MA	87433.0
11387	2015.0	TUFTS UNIVERSITY BOSTON	0.0	1.0	0.0	MA	38854.0
11388	2015.0	TUFTS UNIVERSITY BOSTON	0.0	1.0	0.0	MA	602173.0
11389	2015.0	UNIV OF ARKANSAS FOR MED SCIS	0.0	4.0	0.0		
11390	2015.0	UNIV OF MARYLAND, COLLEGE PARK	0.0	2.0	0.0		
11391	2015.0	UNIV OF NORTH CAROLINA CHAPEL HILL	0.0	2.0	0.0		
11392	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	3807607.0
11393	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	580906.0
11394	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	352937.0
11395	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	370781.0
11396	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	535436.0
11397	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	383750.0
11398	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	360580.0
11399	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	383670.0
11400	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	388325.0
11401	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	432000.0
11402	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	291815.0
11403	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	165300.0
11404	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	164213.0
11405	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	77000.0
11406	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	436346.0
11407	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	326022.0
11408	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	333500.0
11409	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	29213.0
11410	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	431864.0
11411	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	417826.0
11412	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	172292.0
11413	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	414749.0
11414	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	253619.0
11415	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	202275.0
11416	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	930000.0
11417	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	913500.0
11418	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	109015.0
11419	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	331313.0
11420	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	648804.0
11421	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	331313.0
11422	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	1637101.0
11423	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	49341.0
11424	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	1379196.0
11425	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	390000.0
11426	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	487619.0
11427	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	587929.0
11428	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	449582.0
11429	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	624471.0
11430	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	402291.0
11431	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	405368.0
11432	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	66507.0
11433	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	25059.0
11434	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	50000.0
11435	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	12916.0
11436	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	82948.0
11437	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	79602.0
11438	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	98118.0
11439	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	92737.0
11440	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	116250.0
11441	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	45000.0
11442	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	490000.0
11443	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	462627.0
11444	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	469439.0
11445	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	382024.0
11446	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	82610.0
11447	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	517140.0
11448	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	1242410.0
11449	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	54194.0
11450	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	59966.0
11451	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	202275.0
11452	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	168563.0
11453	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	56042.0
11454	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	3795641.0
11455	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	168563.0
11456	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	639448.0
11457	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	361038.0
11458	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	354563.0
11459	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	202275.0
11460	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	751279.0
11461	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	35101.0
11462	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	170356.0
11463	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	34786.0
11464	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	34786.0
11465	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	378402.0
11466	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	318685.0
11467	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	34786.0
11468	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	292263.0
11469	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	241547.0
11470	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	1271335.0
11471	2015.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	0.0	12.0	0.0	CA	177552.0
11472	2015.0	UNIVERSITY OF CALIFORNIA SANTA BARBARA	0.0	1.0	0.0	CA	767500.0
11473	2015.0	UNIVERSITY OF CALIFORNIA, SAN FRANCISCO	0.0	7.0	30.0		
11474	2015.0	UNIVERSITY OF CENTRAL OKLAHOMA	0.0	1.0	0.0		
11475	2015.0	UNIVERSITY OF FLORIDA	0.0	6.0	8.0	FL	167750.0
11476	2015.0	UNIVERSITY OF FLORIDA	0.0	6.0	8.0	FL	48120.0
11477	2015.0	UNIVERSITY OF FLORIDA	0.0	6.0	8.0	FL	83250.0
11478	2015.0	UNIVERSITY OF FLORIDA	0.0	6.0	8.0	FL	507249.0
11479	2015.0	UNIVERSITY OF FLORIDA	0.0	6.0	8.0	FL	343125.0
11480	2015.0	UNIVERSITY OF FLORIDA	0.0	6.0	8.0	FL	634471.0
11481	2015.0	UNIVERSITY OF FLORIDA	0.0	6.0	8.0	FL	55897.0
11482	2015.0	UNIVERSITY OF FLORIDA	0.0	6.0	8.0	FL	152031.0
11483	2015.0	UNIVERSITY OF FLORIDA	0.0	6.0	8.0	FL	179384.0
11484	2015.0	UNIVERSITY OF FLORIDA	0.0	6.0	8.0	FL	34674.0
11485	2015.0	UNIVERSITY OF GEORGIA	0.0	2.0	0.0	GA	75000.0
11486	2015.0	UNIVERSITY OF GEORGIA	0.0	2.0	0.0	GA	48525.0
11487	2015.0	UNIVERSITY OF GEORGIA	0.0	2.0	0.0	GA	48525.0
11488	2015.0	UNIVERSITY OF GEORGIA	0.0	2.0	0.0	GA	321250.0
11489	2015.0	UNIVERSITY OF GEORGIA	0.0	2.0	0.0	GA	453938.0
11490	2015.0	UNIVERSITY OF GEORGIA	0.0	2.0	0.0	GA	27120.0
11491	2015.0	UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN	0.0	1.0	0.0		
11492	2015.0	UNIVERSITY OF IOWA	0.0	3.0	5.0	IA	314231.0
11493	2015.0	UNIVERSITY OF IOWA	0.0	3.0	5.0	IA	319624.0
11494	2015.0	UNIVERSITY OF IOWA	0.0	3.0	5.0	IA	141891.0
11495	2015.0	UNIVERSITY OF IOWA	0.0	3.0	5.0	IA	192757.0
11496	2015.0	UNIVERSITY OF IOWA	0.0	3.0	5.0	IA	617490.0
11497	2015.0	UNIVERSITY OF IOWA	0.0	3.0	5.0	IA	20832.0
11498	2015.0	UNIVERSITY OF IOWA	0.0	3.0	5.0	IA	72199.0
11499	2015.0	UNIVERSITY OF IOWA	0.0	3.0	5.0	IA	396065.0
11500	2015.0	UNIVERSITY OF IOWA	0.0	3.0	5.0	IA	166320.0
11501	2015.0	UNIVERSITY OF IOWA	0.0	3.0	5.0	IA	164484.0
11502	2015.0	UNIVERSITY OF KANSAS LAWRENCE	0.0	2.0	0.0	KS	432001.0
11503	2015.0	UNIVERSITY OF KANSAS LAWRENCE	0.0	2.0	0.0	KS	372418.0
11504	2015.0	UNIVERSITY OF KANSAS LAWRENCE	0.0	2.0	0.0	KS	432491.0
11505	2015.0	UNIVERSITY OF KANSAS LAWRENCE	0.0	2.0	0.0	KS	212274.0
11506	2015.0	UNIVERSITY OF MASSACHUSETTS MEDICAL SCH	0.0	7.0	0.0		
11507	2015.0	UNIVERSITY OF MICHIGAN	0.0	7.0	4.0		
11508	2015.0	UNIVERSITY OF MINNESOTA	0.0	3.0	0.0		
11509	2015.0	UNIVERSITY OF MISSOURI-ST. LOUIS	0.0	1.0	0.0		
11510	2015.0	UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR	0.0	1.0	0.0	OK	611847.0
11511	2015.0	UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR	0.0	1.0	0.0	OK	289859.0
11512	2015.0	UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR	0.0	1.0	0.0	OK	55000.0
11513	2015.0	UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR	0.0	1.0	0.0	OK	498749.0
11514	2015.0	UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR	0.0	1.0	0.0	OK	74000.0
11515	2015.0	UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR	0.0	1.0	0.0	OK	357918.0
11516	2015.0	UNIVERSITY OF PENNSYLVANIA	0.0	12.0	4.0	PA	747798.0
11517	2015.0	UNIVERSITY OF PENNSYLVANIA	0.0	12.0	4.0	PA	342954.0
11518	2015.0	UNIVERSITY OF PENNSYLVANIA	0.0	12.0	4.0	PA	1159608.0
11519	2015.0	UNIVERSITY OF PENNSYLVANIA	0.0	12.0	4.0	PA	1374735.0
