	YEAR	INSTITUTION	PATENTS_FILED_COUNT	PATENTS_GRANTED_COUNT	ONGOING_TRIALS_COUNT	STATE	TOTAL_FUNDING
1761	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	452492.0
1762	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	1667261.0
1763	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	1614687.0
1764	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	558198.0
1765	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	520754.0
1766	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	173880.0
1767	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	647271.0
1768	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	558584.0
1769	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	261968.0
1770	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	326467.0
1771	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	261901.0
1772	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	385555.0
1773	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	856459.0
1774	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	338778.0
1775	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	113466.0
1776	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	2605180.0
1777	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	320714.0
1778	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	173448.0
1779	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	53042.0
1780	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	950006.0
1781	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	241530.0
1782	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	1616284.0
1783	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	152110.0
1784	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	135837.0
1785	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	224970.0
1786	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	168781.0
1787	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	320588.0
1788	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	347977.0
1789	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	388896.0
1790	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	166958.0
1791	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	1735845.0
1792	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	322040.0
1793	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	375198.0
1794	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	336971.0
1795	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	329840.0
1796	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	241530.0
1797	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	3462150.0
1798	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	259878.0
1799	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	320272.0
1800	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	335661.0
1801	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	277790.0
1802	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	152135.0
1803	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	536945.0
1804	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	744073.0
1805	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	491503.0
1806	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	389861.0
1807	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	319101.0
1808	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	2405697.0
1809	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	116079.0
1810	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	233343.0
1811	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	282492.0
1812	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	449236.0
1813	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	479565.0
1814	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	466450.0
1815	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	610570.0
1816	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	289676.0
1817	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	669112.0
1818	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	337952.0
1819	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	539999.0
1820	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	291194.0
1821	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	495779.0
1822	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	350016.0
1823	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	304221.0
1824	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	324174.0
1825	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	285887.0
1826	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	292056.0
1827	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	288798.0
1828	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	173448.0
1829	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	450198.0
1830	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	330011.0
1831	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	1606343.0
1832	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	326699.0
1833	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	290366.0
1834	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	54734.0
1835	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	200902.0
1836	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	342415.0
1837	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	387426.0
1838	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	520235.0
1839	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	49031.0
1840	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	672975.0
1841	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	171720.0
1842	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	318163.0
1843	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	80078.0
1844	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	273730.0
1845	2011.0	STANFORD UNIVERSITY	17.0	14.0	2.0	CA	285803.0
1846	2011.0	STATE UNIVERSITY NEW YORK STONY BROOK	2.0	3.0	0.0	NY	572847.0
1847	2011.0	STATE UNIVERSITY NEW YORK STONY BROOK	2.0	3.0	0.0	NY	374031.0
1848	2011.0	STATE UNIVERSITY NEW YORK STONY BROOK	2.0	3.0	0.0	NY	341546.0
1849	2011.0	STATE UNIVERSITY NEW YORK STONY BROOK	2.0	3.0	0.0	NY	11442.0
1850	2011.0	STATE UNIVERSITY NEW YORK STONY BROOK	2.0	3.0	0.0	NY	4239.0
1851	2011.0	STATE UNIVERSITY NEW YORK STONY BROOK	2.0	3.0	0.0	NY	208049.0
1852	2011.0	STATE UNIVERSITY NEW YORK STONY BROOK	2.0	3.0	0.0	NY	411975.0
1853	2011.0	STATE UNIVERSITY NEW YORK STONY BROOK	2.0	3.0	0.0	NY	130694.0
1854	2011.0	STATE UNIVERSITY NEW YORK STONY BROOK	2.0	3.0	0.0	NY	316002.0
1855	2011.0	STATE UNIVERSITY NEW YORK STONY BROOK	2.0	3.0	0.0	NY	395872.0
1856	2011.0	STATE UNIVERSITY NEW YORK STONY BROOK	2.0	3.0	0.0	NY	472467.0
1857	2011.0	STATE UNIVERSITY NEW YORK STONY BROOK	2.0	3.0	0.0	NY	165616.0
1858	2011.0	STATE UNIVERSITY NEW YORK STONY BROOK	2.0	3.0	0.0	NY	305188.0
1859	2011.0	STATE UNIVERSITY NEW YORK STONY BROOK	2.0	3.0	0.0	NY	131083.0
1860	2011.0	STATE UNIVERSITY NEW YORK STONY BROOK	2.0	3.0	0.0	NY	31541.0
1861	2011.0	STATE UNIVERSITY NEW YORK STONY BROOK	2.0	3.0	0.0	NY	314080.0
1862	2011.0	STATE UNIVERSITY NEW YORK STONY BROOK	2.0	3.0	0.0	NY	304444.0
1863	2011.0	STATE UNIVERSITY NEW YORK STONY BROOK	2.0	3.0	0.0	NY	313959.0
1864	2011.0	STATE UNIVERSITY NEW YORK STONY BROOK	2.0	3.0	0.0	NY	314565.0
1865	2011.0	STATE UNIVERSITY NEW YORK STONY BROOK	2.0	3.0	0.0	NY	364540.0
1866	2011.0	STATE UNIVERSITY NEW YORK STONY BROOK	2.0	3.0	0.0	NY	312826.0
1867	2011.0	STATE UNIVERSITY NEW YORK STONY BROOK	2.0	3.0	0.0	NY	225000.0
1868	2011.0	STATE UNIVERSITY NEW YORK STONY BROOK	2.0	3.0	0.0	NY	317648.0
1869	2011.0	STATE UNIVERSITY NEW YORK STONY BROOK	2.0	3.0	0.0	NY	266225.0
1870	2011.0	STATE UNIVERSITY NEW YORK STONY BROOK	2.0	3.0	0.0	NY	305043.0
1871	2011.0	STATE UNIVERSITY NEW YORK STONY BROOK	2.0	3.0	0.0	NY	318217.0
1872	2011.0	STATE UNIVERSITY NEW YORK STONY BROOK	2.0	3.0	0.0	NY	314419.0
1873	2011.0	STATE UNIVERSITY NEW YORK STONY BROOK	2.0	3.0	0.0	NY	92767.0
1874	2011.0	STATE UNIVERSITY OF NEW YORK AT BUFFALO	1.0	1.0	0.0	NY	162751.0
1875	2011.0	STATE UNIVERSITY OF NEW YORK AT BUFFALO	1.0	1.0	0.0	NY	299232.0
1876	2011.0	STATE UNIVERSITY OF NEW YORK AT BUFFALO	1.0	1.0	0.0	NY	200049.0
1877	2011.0	STATE UNIVERSITY OF NEW YORK AT BUFFALO	1.0	1.0	0.0	NY	296719.0
1878	2011.0	STRATATECH CORPORATION	1.0	2.0	0.0	WI	214392.0
1879	2011.0	STRATATECH CORPORATION	1.0	2.0	0.0	WI	841868.0
1880	2011.0	STRATATECH CORPORATION	1.0	2.0	0.0	WI	550042.0
1881	2011.0	TRANSLATIONAL GENOMICS RESEARCH INST	1.0	0.0	0.0		
1882	2011.0	UNIV OF ARKANSAS FOR MED SCIS	3.0	2.0	0.0		
1883	2011.0	UNIV OF MARYLAND, COLLEGE PARK	1.0	1.0	0.0		
1884	2011.0	UNIV OF NORTH CAROLINA CHAPEL HILL	3.0	3.0	0.0		
1885	2011.0	UNIVERSITY OF CALIFORNIA BERKELEY	2.0	2.0	0.0	CA	303465.0
1886	2011.0	UNIVERSITY OF CALIFORNIA BERKELEY	2.0	2.0	0.0	CA	239456.0
1887	2011.0	UNIVERSITY OF CALIFORNIA BERKELEY	2.0	2.0	0.0	CA	45000.0
1888	2011.0	UNIVERSITY OF CALIFORNIA BERKELEY	2.0	2.0	0.0	CA	270807.0
1889	2011.0	UNIVERSITY OF CALIFORNIA BERKELEY	2.0	2.0	0.0	CA	68925.0
1890	2011.0	UNIVERSITY OF CALIFORNIA BERKELEY	2.0	2.0	0.0	CA	253512.0
1891	2011.0	UNIVERSITY OF CALIFORNIA BERKELEY	2.0	2.0	0.0	CA	633902.0
1892	2011.0	UNIVERSITY OF CALIFORNIA BERKELEY	2.0	2.0	0.0	CA	34791.0
1893	2011.0	UNIVERSITY OF CALIFORNIA BERKELEY	2.0	2.0	0.0	CA	305527.0
1894	2011.0	UNIVERSITY OF CALIFORNIA BERKELEY	2.0	2.0	0.0	CA	2933604.0
1895	2011.0	UNIVERSITY OF CALIFORNIA BERKELEY	2.0	2.0	0.0	CA	742256.0
1896	2011.0	UNIVERSITY OF CALIFORNIA BERKELEY	2.0	2.0	0.0	CA	235960.0
1897	2011.0	UNIVERSITY OF CALIFORNIA BERKELEY	2.0	2.0	0.0	CA	308957.0
1898	2011.0	UNIVERSITY OF CALIFORNIA BERKELEY	2.0	2.0	0.0	CA	588508.0
1899	2011.0	UNIVERSITY OF CALIFORNIA BERKELEY	2.0	2.0	0.0	CA	357146.0
1900	2011.0	UNIVERSITY OF CALIFORNIA BERKELEY	2.0	2.0	0.0	CA	327183.0
1901	2011.0	UNIVERSITY OF CALIFORNIA BERKELEY	2.0	2.0	0.0	CA	290405.0
1902	2011.0	UNIVERSITY OF CALIFORNIA BERKELEY	2.0	2.0	0.0	CA	258839.0
1903	2011.0	UNIVERSITY OF CALIFORNIA BERKELEY	2.0	2.0	0.0	CA	226868.0
1904	2011.0	UNIVERSITY OF CALIFORNIA BERKELEY	2.0	2.0	0.0	CA	162098.0
1905	2011.0	UNIVERSITY OF CALIFORNIA BERKELEY	2.0	2.0	0.0	CA	280727.0
1906	2011.0	UNIVERSITY OF CALIFORNIA BERKELEY	2.0	2.0	0.0	CA	530161.0
1907	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	256269.0
1908	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	394252.0
1909	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	301959.0
1910	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	476828.0
1911	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	4575716.0
1912	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	309964.0
1913	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	57979.0
1914	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	622787.0
1915	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	66919.0
1916	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	450000.0
1917	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	150000.0
1918	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	309965.0
1919	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	319550.0
1920	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	165240.0
1921	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	200000.0
1922	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	56040.0
1923	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	194941.0
1924	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	5189968.0
1925	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	485250.0
1926	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	195857.0
1927	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	518998.0
1928	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	650363.0
1929	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	662594.0
1930	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	1487860.0
1931	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	280939.0
1932	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	142677.0
1933	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	283822.0
1934	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	503602.0
1935	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	261149.0
1936	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	158893.0
1937	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	539986.0
1938	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	317335.0
1939	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	136500.0
1940	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	186840.0
1941	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	265430.0
1942	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	914340.0
1943	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	255440.0
1944	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	273031.0
1945	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	380921.0
1946	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	12000.0
1947	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	216419.0
1948	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	187920.0
1949	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	571739.0
1950	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	487849.0
1951	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	2185000.0
1952	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	309964.0
1953	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	690480.0
1954	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	283822.0
1955	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	394429.0
1956	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	296819.0
1957	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	132031.0
1958	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	316308.0
1959	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	337887.0
1960	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	305910.0
1961	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	208996.0
1962	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	283822.0
1963	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	225000.0
1964	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	125208.0
1965	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	278968.0
1966	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	53042.0
1967	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	162451.0
1968	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	410188.0
1969	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	306210.0
1970	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	227432.0
1971	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	300867.0
1972	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	273019.0
1973	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	77000.0
1974	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	63362.0
1975	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	281599.0
1976	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	278968.0
1977	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	309964.0
1978	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	283822.0
1979	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	314884.0
1980	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	710365.0
1981	2011.0	UNIVERSITY OF CALIFORNIA LOS ANGELES	1.0	3.0	0.0	CA	302457.0
1982	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	301843.0
1983	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	310970.0
1984	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	391838.0
1985	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	366047.0
1986	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	358571.0
1987	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	304439.0
1988	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	445260.0
1989	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	278736.0
1990	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	296378.0
1991	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	1407039.0
1992	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	400438.0
1993	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	582998.0
1994	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	333795.0
1995	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	398017.0
1996	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	510182.0
1997	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	112399.0
1998	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	98334.0
1999	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	250000.0
2000	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	250000.0
2001	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	750000.0
2002	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	50000.0
2003	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	58365.0
2004	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	37207.0
2005	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	75000.0
2006	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	33021.0
2007	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	80147.0
2008	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	323414.0
2009	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	47311.0
2010	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	60193.0
2011	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	45019.0
2012	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	313592.0
2013	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	352646.0
2014	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	9557.0
2015	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	327837.0
2016	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	466132.0
2017	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	293564.0
2018	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	640237.0
2019	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	64671.0
2020	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	150000.0
2021	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	140940.0
2022	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	53823.0
2023	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	74850.0
2024	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	128570.0
2025	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	591349.0
2026	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	89278.0
2027	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	635884.0
2028	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	53042.0
2029	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	322228.0
2030	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	261900.0
2031	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	1420122.0
2032	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	383566.0
2033	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	1150290.0
2034	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	357131.0
2035	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	10000.0
2036	2011.0	UNIVERSITY OF CALIFORNIA SAN DIEGO	9.0	12.0	0.0	CA	300044.0
